date,product_id,product_name,units_sold
2025-11-23,P03,Gula Pasir 1kg,18
2025-11-23,P04,Telur Ayam 1 Papan,29
2025-11-23,P05,Mie Instan 1 Dus,34
2025-11-24,P01,Beras Premium 5kg,24
2025-11-24,P02,Minyak Goreng 1L,19
2025-11-24,P03,Gula Pasir 1kg,16
2025-11-24,P04,Telur Ayam 1 Papan,23
2025-11-24,P05,Mie Instan 1 Dus,30
2025-11-25,P01,Beras Premium 5kg,20
2025-11-25,P02,Minyak Goreng 1L,19
2025-11-25,P03,Gula Pasir 1kg,16
2025-11-25,P04,Telur Ayam 1 Papan,25
2025-11-25,P05,Mie Instan 1 Dus,32
2025-11-26,P01,Beras Premium 5kg,20
2025-11-26,P02,Minyak Goreng 1L,20
2025-11-26,P03,Gula Pasir 1kg,13
2025-11-26,P04,Telur Ayam 1 Papan,26
2025-11-26,P05,Mie Instan 1 Dus,28
2025-11-27,P01,Beras Premium 5kg,23
2025-11-27,P02,Minyak Goreng 1L,19
2025-11-27,P03,Gula Pasir 1kg,13
2025-11-27,P04,Telur Ayam 1 Papan,24
2025-11-27,P05,Mie Instan 1 Dus,28
2025-11-28,P01,Beras Premium 5kg,24
2025-11-28,P02,Minyak Goreng 1L,17
2025-11-28,P03,Gula Pasir 1kg,16
2025-11-28,P04,Telur Ayam 1 Papan,24
2025-11-28,P05,Mie Instan 1 Dus,27
2025-11-29,P01,Beras Premium 5kg,23
2025-11-29,P02,Minyak Goreng 1L,20
2025-11-29,P03,Gula Pasir 1kg,17
2025-11-29,P04,Telur Ayam 1 Papan,29
2025-11-29,P05,Mie Instan 1 Dus,32
2025-11-30,P01,Beras Premium 5kg,24
2025-11-30,P02,Minyak Goreng 1L,22
2025-11-30,P03,Gula Pasir 1kg,16
2025-11-30,P04,Telur Ayam 1 Papan,26
2025-11-30,P05,Mie Instan 1 Dus,36
2025-12-01,P01,Beras Premium 5kg,24
2025-12-01,P02,Minyak Goreng 1L,19
2025-12-01,P03,Gula Pasir 1kg,16
2025-12-01,P04,Telur Ayam 1 Papan,24
2025-12-01,P05,Mie Instan 1 Dus,27
2025-12-02,P01,Beras Premium 5kg,19
2025-12-02,P02,Minyak Goreng 1L,20
2025-12-02,P03,Gula Pasir 1kg,14
2025-12-02,P04,Telur Ayam 1 Papan,26
2025-12-02,P05,Mie Instan 1 Dus,33
2025-12-03,P01,Beras Premium 5kg,22
2025-12-03,P02,Minyak Goreng 1L,19
2025-12-03,P03,Gula Pasir 1kg,15
2025-12-03,P04,Telur Ayam 1 Papan,25
2025-12-03,P05,Mie Instan 1 Dus,32
2025-12-04,P01,Beras Premium 5kg,23
2025-12-04,P02,Minyak Goreng 1L,19
2025-12-04,P03,Gula Pasir 1kg,13
2025-12-04,P04,Telur Ayam 1 Papan,22
2025-12-04,P05,Mie Instan 1 Dus,30
2025-12-05,P01,Beras Premium 5kg,23
2025-12-05,P02,Minyak Goreng 1L,20
2025-12-05,P03,Gula Pasir 1kg,14
2025-12-05,P04,Telur Ayam 1 Papan,26
2025-12-05,P05,Mie Instan 1 Dus,29
2025-12-06,P01,Beras Premium 5kg,26
2025-12-06,P02,Minyak Goreng 1L,19
2025-12-06,P03,Gula Pasir 1kg,18
2025-12-06,P04,Telur Ayam 1 Papan,27
2025-12-06,P05,Mie Instan 1 Dus,33
2025-12-07,P01,Beras Premium 5kg,22
2025-12-07,P02,Minyak Goreng 1L,19
2025-12-07,P03,Gula Pasir 1kg,15
2025-12-07,P04,Telur Ayam 1 Papan,28
2025-12-07,P05,Mie Instan 1 Dus,39
2025-12-08,P01,Beras Premium 5kg,19
2025-12-08,P02,Minyak Goreng 1L,18
2025-12-08,P03,Gula Pasir 1kg,14
2025-12-08,P04,Telur Ayam 1 Papan,25
2025-12-08,P05,Mie Instan 1 Dus,27
2025-12-09,P01,Beras Premium 5kg,20
2025-12-09,P02,Minyak Goreng 1L,17
2025-12-09,P03,Gula Pasir 1kg,14
2025-12-09,P04,Telur Ayam 1 Papan,24
2025-12-09,P05,Mie Instan 1 Dus,30
2025-12-10,P01,Beras Premium 5kg,21
2025-12-10,P02,Minyak Goreng 1L,17
2025-12-10,P03,Gula Pasir 1kg,16
2025-12-10,P04,Telur Ayam 1 Papan,22
2025-12-10,P05,Mie Instan 1 Dus,28
2025-12-11,P01,Beras Premium 5kg,23
2025-12-11,P02,Minyak Goreng 1L,18
2025-12-11,P03,Gula Pasir 1kg,13
2025-12-11,P04,Telur Ayam 1 Papan,26
2025-12-11,P05,Mie Instan 1 Dus,30
2025-12-12,P01,Beras Premium 5kg,22
2025-12-12,P02,Minyak Goreng 1L,20
2025-12-12,P03,Gula Pasir 1kg,16
2025-12-12,P04,Telur Ayam 1 Papan,24
2025-12-12,P05,Mie Instan 1 Dus,30
2025-12-13,P01,Beras Premium 5kg,22
2025-12-13,P02,Minyak Goreng 1L,19
2025-12-13,P03,Gula Pasir 1kg,18
2025-12-13,P04,Telur Ayam 1 Papan,31
2025-12-13,P05,Mie Instan 1 Dus,34
2025-12-14,P01,Beras Premium 5kg,27
2025-12-14,P02,Minyak Goreng 1L,22
2025-12-14,P03,Gula Pasir 1kg,16
2025-12-14,P04,Telur Ayam 1 Papan,25
2025-12-14,P05,Mie Instan 1 Dus,36
2025-12-15,P01,Beras Premium 5kg,20
2025-12-15,P02,Minyak Goreng 1L,18
2025-12-15,P03,Gula Pasir 1kg,14
2025-12-15,P04,Telur Ayam 1 Papan,21
2025-12-15,P05,Mie Instan 1 Dus,28
2025-12-16,P01,Beras Premium 5kg,21
2025-12-16,P02,Minyak Goreng 1L,19
2025-12-16,P03,Gula Pasir 1kg,13
2025-12-16,P04,Telur Ayam 1 Papan,25
2025-12-16,P05,Mie Instan 1 Dus,29
2025-12-17,P01,Beras Premium 5kg,22
2025-12-17,P02,Minyak Goreng 1L,20
2025-12-17,P03,Gula Pasir 1kg,15
2025-12-17,P04,Telur Ayam 1 Papan,26
2025-12-17,P05,Mie Instan 1 Dus,28
2025-12-18,P01,Beras Premium 5kg,20
2025-12-18,P02,Minyak Goreng 1L,18
2025-12-18,P03,Gula Pasir 1kg,14
2025-12-18,P04,Telur Ayam 1 Papan,23
2025-12-18,P05,Mie Instan 1 Dus,32
2025-12-19,P01,Beras Premium 5kg,20
2025-12-19,P02,Minyak Goreng 1L,18
2025-12-19,P03,Gula Pasir 1kg,14
2025-12-19,P04,Telur Ayam 1 Papan,25
2025-12-19,P05,Mie Instan 1 Dus,30
2025-12-20,P01,Beras Premium 5kg,27
2025-12-20,P02,Minyak Goreng 1L,21
2025-12-20,P03,Gula Pasir 1kg,18
2025-12-20,P04,Telur Ayam 1 Papan,25
2025-12-20,P05,Mie Instan 1 Dus,34
2025-12-21,P01,Beras Premium 5kg,25
2025-12-21,P02,Minyak Goreng 1L,19
2025-12-21,P03,Gula Pasir 1kg,18
2025-12-21,P04,Telur Ayam 1 Papan,30
2025-12-21,P05,Mie Instan 1 Dus,34
2025-12-22,P01,Beras Premium 5kg,22
2025-12-22,P02,Minyak Goreng 1L,18
2025-12-22,P03,Gula Pasir 1kg,14
2025-12-22,P04,Telur Ayam 1 Papan,22
2025-12-22,P05,Mie Instan 1 Dus,32
2025-12-23,P01,Beras Premium 5kg,23
2025-12-23,P02,Minyak Goreng 1L,18
2025-12-23,P03,Gula Pasir 1kg,15
2025-12-23,P04,Telur Ayam 1 Papan,25
2025-12-23,P05,Mie Instan 1 Dus,32
2025-12-24,P01,Beras Premium 5kg,20
2025-12-24,P02,Minyak Goreng 1L,18
2025-12-24,P03,Gula Pasir 1kg,16
2025-12-24,P04,Telur Ayam 1 Papan,24
2025-12-24,P05,Mie Instan 1 Dus,32
2025-12-25,P01,Beras Premium 5kg,20
2025-12-25,P02,Minyak Goreng 1L,18
2025-12-25,P03,Gula Pasir 1kg,13
2025-12-25,P04,Telur Ayam 1 Papan,24
2025-12-25,P05,Mie Instan 1 Dus,31
2025-12-26,P01,Beras Premium 5kg,20
2025-12-26,P02,Minyak Goreng 1L,17
2025-12-26,P03,Gula Pasir 1kg,15
2025-12-26,P04,Telur Ayam 1 Papan,22
2025-12-26,P05,Mie Instan 1 Dus,34
2025-12-27,P01,Beras Premium 5kg,27
2025-12-27,P02,Minyak Goreng 1L,20
2025-12-27,P03,Gula Pasir 1kg,15
2025-12-27,P04,Telur Ayam 1 Papan,26
2025-12-27,P05,Mie Instan 1 Dus,33
2025-12-28,P01,Beras Premium 5kg,27
2025-12-28,P02,Minyak Goreng 1L,20
2025-12-28,P03,Gula Pasir 1kg,17
2025-12-28,P04,Telur Ayam 1 Papan,25
2025-12-28,P05,Mie Instan 1 Dus,38
2025-12-29,P01,Beras Premium 5kg,24
2025-12-29,P02,Minyak Goreng 1L,19
2025-12-29,P03,Gula Pasir 1kg,15
2025-12-29,P04,Telur Ayam 1 Papan,21
2025-12-29,P05,Mie Instan 1 Dus,28
2025-12-30,P01,Beras Premium 5kg,21
2025-12-30,P02,Minyak Goreng 1L,19
2025-12-30,P03,Gula Pasir 1kg,13
2025-12-30,P04,Telur Ayam 1 Papan,22
2025-12-30,P05,Mie Instan 1 Dus,28
2025-12-31,P01,Beras Premium 5kg,21
2025-12-31,P02,Minyak Goreng 1L,16
2025-12-31,P03,Gula Pasir 1kg,16
2025-12-31,P04,Telur Ayam 1 Papan,24
2025-12-31,P05,Mie Instan 1 Dus,27
2026-01-01,P01,Beras Premium 5kg,18
2026-01-01,P02,Minyak Goreng 1L,13
2026-01-01,P03,Gula Pasir 1kg,12
2026-01-01,P04,Telur Ayam 1 Papan,20
2026-01-01,P05,Mie Instan 1 Dus,24
2026-01-02,P01,Beras Premium 5kg,16
2026-01-02,P02,Minyak Goreng 1L,15
2026-01-02,P03,Gula Pasir 1kg,11
2026-01-02,P04,Telur Ayam 1 Papan,21
2026-01-02,P05,Mie Instan 1 Dus,25
2026-01-03,P01,Beras Premium 5kg,21
2026-01-03,P02,Minyak Goreng 1L,19
2026-01-03,P03,Gula Pasir 1kg,14
2026-01-03,P04,Telur Ayam 1 Papan,21
2026-01-03,P05,Mie Instan 1 Dus,28
2026-01-04,P01,Beras Premium 5kg,21
2026-01-04,P02,Minyak Goreng 1L,18
2026-01-04,P03,Gula Pasir 1kg,12
2026-01-04,P04,Telur Ayam 1 Papan,21
2026-01-04,P05,Mie Instan 1 Dus,30
2026-01-05,P01,Beras Premium 5kg,19
2026-01-05,P02,Minyak Goreng 1L,15
2026-01-05,P03,Gula Pasir 1kg,13
2026-01-05,P04,Telur Ayam 1 Papan,20
2026-01-05,P05,Mie Instan 1 Dus,27
2026-01-06,P01,Beras Premium 5kg,16
2026-01-06,P02,Minyak Goreng 1L,15
2026-01-06,P03,Gula Pasir 1kg,11
2026-01-06,P04,Telur Ayam 1 Papan,21
2026-01-06,P05,Mie Instan 1 Dus,22
2026-01-07,P01,Beras Premium 5kg,17
2026-01-07,P02,Minyak Goreng 1L,13
2026-01-07,P03,Gula Pasir 1kg,10
2026-01-07,P04,Telur Ayam 1 Papan,21
2026-01-07,P05,Mie Instan 1 Dus,25
2026-01-08,P01,Beras Premium 5kg,18
2026-01-08,P02,Minyak Goreng 1L,14
2026-01-08,P03,Gula Pasir 1kg,12
2026-01-08,P04,Telur Ayam 1 Papan,18
2026-01-08,P05,Mie Instan 1 Dus,25
2026-01-09,P01,Beras Premium 5kg,19
2026-01-09,P02,Minyak Goreng 1L,16
2026-01-09,P03,Gula Pasir 1kg,11
2026-01-09,P04,Telur Ayam 1 Papan,18
2026-01-09,P05,Mie Instan 1 Dus,25
2026-01-10,P01,Beras Premium 5kg,19
2026-01-10,P02,Minyak Goreng 1L,19
2026-01-10,P03,Gula Pasir 1kg,14
2026-01-10,P04,Telur Ayam 1 Papan,25
2026-01-10,P05,Mie Instan 1 Dus,25
2026-01-11,P01,Beras Premium 5kg,21
2026-01-11,P02,Minyak Goreng 1L,15
2026-01-11,P03,Gula Pasir 1kg,14
2026-01-11,P04,Telur Ayam 1 Papan,25
2026-01-11,P05,Mie Instan 1 Dus,25
2026-01-12,P01,Beras Premium 5kg,17
2026-01-12,P02,Minyak Goreng 1L,15
2026-01-12,P03,Gula Pasir 1kg,12
2026-01-12,P04,Telur Ayam 1 Papan,19
2026-01-12,P05,Mie Instan 1 Dus,26
2026-01-13,P01,Beras Premium 5kg,18
2026-01-13,P02,Minyak Goreng 1L,13
2026-01-13,P03,Gula Pasir 1kg,11
2026-01-13,P04,Telur Ayam 1 Papan,19
2026-01-13,P05,Mie Instan 1 Dus,26
2026-01-14,P01,Beras Premium 5kg,17
2026-01-14,P02,Minyak Goreng 1L,14
2026-01-14,P03,Gula Pasir 1kg,12
2026-01-14,P04,Telur Ayam 1 Papan,19
2026-01-14,P05,Mie Instan 1 Dus,24
2026-01-15,P01,Beras Premium 5kg,19
2026-01-15,P02,Minyak Goreng 1L,14
2026-01-15,P03,Gula Pasir 1kg,11
2026-01-15,P04,Telur Ayam 1 Papan,22
2026-01-15,P05,Mie Instan 1 Dus,23
2026-01-16,P01,Beras Premium 5kg,18
2026-01-16,P02,Minyak Goreng 1L,13
2026-01-16,P03,Gula Pasir 1kg,10
2026-01-16,P04,Telur Ayam 1 Papan,21
2026-01-16,P05,Mie Instan 1 Dus,24
2026-01-17,P01,Beras Premium 5kg,20
2026-01-17,P02,Minyak Goreng 1L,16
2026-01-17,P03,Gula Pasir 1kg,12
2026-01-17,P04,Telur Ayam 1 Papan,21
2026-01-17,P05,Mie Instan 1 Dus,29
2026-01-18,P01,Beras Premium 5kg,19
2026-01-18,P02,Minyak Goreng 1L,17
2026-01-18,P03,Gula Pasir 1kg,12
2026-01-18,P04,Telur Ayam 1 Papan,24
2026-01-18,P05,Mie Instan 1 Dus,28
2026-01-19,P01,Beras Premium 5kg,19
2026-01-19,P02,Minyak Goreng 1L,14
2026-01-19,P03,Gula Pasir 1kg,11
2026-01-19,P04,Telur Ayam 1 Papan,18
2026-01-19,P05,Mie Instan 1 Dus,25
2026-01-20,P01,Beras Premium 5kg,19
2026-01-20,P02,Minyak Goreng 1L,16
2026-01-20,P03,Gula Pasir 1kg,11
2026-01-20,P04,Telur Ayam 1 Papan,20
2026-01-20,P05,Mie Instan 1 Dus,26
2026-01-21,P01,Beras Premium 5kg,15
2026-01-21,P02,Minyak Goreng 1L,16
2026-01-21,P03,Gula Pasir 1kg,13
2026-01-21,P04,Telur Ayam 1 Papan,18
2026-01-21,P05,Mie Instan 1 Dus,25
2026-01-22,P01,Beras Premium 5kg,16
2026-01-22,P02,Minyak Goreng 1L,15
2026-01-22,P03,Gula Pasir 1kg,12
2026-01-22,P04,Telur Ayam 1 Papan,21
2026-01-22,P05,Mie Instan 1 Dus,23
2026-01-23,P01,Beras Premium 5kg,18
2026-01-23,P02,Minyak Goreng 1L,15
2026-01-23,P03,Gula Pasir 1kg,11
2026-01-23,P04,Telur Ayam 1 Papan,22
2026-01-23,P05,Mie Instan 1 Dus,22
2026-01-24,P01,Beras Premium 5kg,18
2026-01-24,P02,Minyak Goreng 1L,15
2026-01-24,P03,Gula Pasir 1kg,13
2026-01-24,P04,Telur Ayam 1 Papan,22
2026-01-24,P05,Mie Instan 1 Dus,29
2026-01-25,P01,Beras Premium 5kg,21
2026-01-25,P02,Minyak Goreng 1L,15
2026-01-25,P03,Gula Pasir 1kg,14
2026-01-25,P04,Telur Ayam 1 Papan,21
2026-01-25,P05,Mie Instan 1 Dus,27
2026-01-26,P01,Beras Premium 5kg,17
2026-01-26,P02,Minyak Goreng 1L,15
2026-01-26,P03,Gula Pasir 1kg,11
2026-01-26,P04,Telur Ayam 1 Papan,19
2026-01-26,P05,Mie Instan 1 Dus,27
2026-01-27,P01,Beras Premium 5kg,18
2026-01-27,P02,Minyak Goreng 1L,14
2026-01-27,P03,Gula Pasir 1kg,11
2026-01-27,P04,Telur Ayam 1 Papan,18
2026-01-27,P05,Mie Instan 1 Dus,26
2026-01-28,P01,Beras Premium 5kg,20
2026-01-28,P02,Minyak Goreng 1L,14
2026-01-28,P03,Gula Pasir 1kg,11
2026-01-28,P04,Telur Ayam 1 Papan,19
2026-01-28,P05,Mie Instan 1 Dus,27
2026-01-29,P01,Beras Premium 5kg,17
2026-01-29,P02,Minyak Goreng 1L,16
2026-01-29,P03,Gula Pasir 1kg,12
2026-01-29,P04,Telur Ayam 1 Papan,19
2026-01-29,P05,Mie Instan 1 Dus,22
2026-01-30,P01,Beras Premium 5kg,17
2026-01-30,P02,Minyak Goreng 1L,15
2026-01-30,P03,Gula Pasir 1kg,12
2026-01-30,P04,Telur Ayam 1 Papan,18
2026-01-30,P05,Mie Instan 1 Dus,24
2026-01-31,P01,Beras Premium 5kg,22
2026-01-31,P02,Minyak Goreng 1L,17
2026-01-31,P03,Gula Pasir 1kg,14
2026-01-31,P04,Telur Ayam 1 Papan,24
2026-01-31,P05,Mie Instan 1 Dus,31
2026-02-01,P01,Beras Premium 5kg,19
2026-02-01,P02,Minyak Goreng 1L,16
2026-02-01,P03,Gula Pasir 1kg,13
2026-02-01,P04,Telur Ayam 1 Papan,26
2026-02-01,P05,Mie Instan 1 Dus,27
2026-02-02,P01,Beras Premium 5kg,19
2026-02-02,P02,Minyak Goreng 1L,15
2026-02-02,P03,Gula Pasir 1kg,13
2026-02-02,P04,Telur Ayam 1 Papan,20
2026-02-02,P05,Mie Instan 1 Dus,28
2026-02-03,P01,Beras Premium 5kg,18
2026-02-03,P02,Minyak Goreng 1L,15
2026-02-03,P03,Gula Pasir 1kg,13
2026-02-03,P04,Telur Ayam 1 Papan,19
2026-02-03,P05,Mie Instan 1 Dus,27
2026-02-04,P01,Beras Premium 5kg,20
2026-02-04,P02,Minyak Goreng 1L,14
2026-02-04,P03,Gula Pasir 1kg,13
2026-02-04,P04,Telur Ayam 1 Papan,23
2026-02-04,P05,Mie Instan 1 Dus,27
2026-02-05,P01,Beras Premium 5kg,18
2026-02-05,P02,Minyak Goreng 1L,17
2026-02-05,P03,Gula Pasir 1kg,12
2026-02-05,P04,Telur Ayam 1 Papan,21
2026-02-05,P05,Mie Instan 1 Dus,25
2026-02-06,P01,Beras Premium 5kg,17
2026-02-06,P02,Minyak Goreng 1L,14
2026-02-06,P03,Gula Pasir 1kg,14
2026-02-06,P04,Telur Ayam 1 Papan,21
2026-02-06,P05,Mie Instan 1 Dus,29
2026-02-07,P01,Beras Premium 5kg,19
2026-02-07,P02,Minyak Goreng 1L,18
2026-02-07,P03,Gula Pasir 1kg,13
2026-02-07,P04,Telur Ayam 1 Papan,25
2026-02-07,P05,Mie Instan 1 Dus,29
2026-02-08,P01,Beras Premium 5kg,23
2026-02-08,P02,Minyak Goreng 1L,18
2026-02-08,P03,Gula Pasir 1kg,15
2026-02-08,P04,Telur Ayam 1 Papan,23
2026-02-08,P05,Mie Instan 1 Dus,31
2026-02-09,P01,Beras Premium 5kg,20
2026-02-09,P02,Minyak Goreng 1L,16
2026-02-09,P03,Gula Pasir 1kg,11
2026-02-09,P04,Telur Ayam 1 Papan,19
2026-02-09,P05,Mie Instan 1 Dus,27
2026-02-10,P01,Beras Premium 5kg,20
2026-02-10,P02,Minyak Goreng 1L,15
2026-02-10,P03,Gula Pasir 1kg,12
2026-02-10,P04,Telur Ayam 1 Papan,20
2026-02-10,P05,Mie Instan 1 Dus,27
2026-02-11,P01,Beras Premium 5kg,17
2026-02-11,P02,Minyak Goreng 1L,15
2026-02-11,P03,Gula Pasir 1kg,14
2026-02-11,P04,Telur Ayam 1 Papan,21
2026-02-11,P05,Mie Instan 1 Dus,27
2026-02-12,P01,Beras Premium 5kg,17
2026-02-12,P02,Minyak Goreng 1L,16
2026-02-12,P03,Gula Pasir 1kg,12
2026-02-12,P04,Telur Ayam 1 Papan,21
2026-02-12,P05,Mie Instan 1 Dus,24
2026-02-13,P01,Beras Premium 5kg,19
2026-02-13,P02,Minyak Goreng 1L,14
2026-02-13,P03,Gula Pasir 1kg,11
2026-02-13,P04,Telur Ayam 1 Papan,21
2026-02-13,P05,Mie Instan 1 Dus,27
2026-02-14,P01,Beras Premium 5kg,22
2026-02-14,P02,Minyak Goreng 1L,17
2026-02-14,P03,Gula Pasir 1kg,14
2026-02-14,P04,Telur Ayam 1 Papan,22
2026-02-14,P05,Mie Instan 1 Dus,28
2026-02-15,P01,Beras Premium 5kg,20
2026-02-15,P02,Minyak Goreng 1L,17
2026-02-15,P03,Gula Pasir 1kg,16
2026-02-15,P04,Telur Ayam 1 Papan,22
2026-02-15,P05,Mie Instan 1 Dus,28
2026-02-16,P01,Beras Premium 5kg,17
2026-02-16,P02,Minyak Goreng 1L,16
2026-02-16,P03,Gula Pasir 1kg,12
2026-02-16,P04,Telur Ayam 1 Papan,22
2026-02-16,P05,Mie Instan 1 Dus,28
2026-02-17,P01,Beras Premium 5kg,17
2026-02-17,P02,Minyak Goreng 1L,17
2026-02-17,P03,Gula Pasir 1kg,13
2026-02-17,P04,Telur Ayam 1 Papan,22
2026-02-17,P05,Mie Instan 1 Dus,28
2026-02-18,P01,Beras Premium 5kg,21
2026-02-18,P02,Minyak Goreng 1L,16
2026-02-18,P03,Gula Pasir 1kg,12
2026-02-18,P04,Telur Ayam 1 Papan,22
2026-02-18,P05,Mie Instan 1 Dus,25
2026-02-19,P01,Beras Premium 5kg,17
2026-02-19,P02,Minyak Goreng 1L,15
2026-02-19,P03,Gula Pasir 1kg,13
2026-02-19,P04,Telur Ayam 1 Papan,23
2026-02-19,P05,Mie Instan 1 Dus,26
2026-02-20,P01,Beras Premium 5kg,18
2026-02-20,P02,Minyak Goreng 1L,17
2026-02-20,P03,Gula Pasir 1kg,14
2026-02-20,P04,Telur Ayam 1 Papan,22
2026-02-20,P05,Mie Instan 1 Dus,28
2026-02-21,P01,Beras Premium 5kg,21
2026-02-21,P02,Minyak Goreng 1L,17
2026-02-21,P03,Gula Pasir 1kg,14
2026-02-21,P04,Telur Ayam 1 Papan,25
2026-02-21,P05,Mie Instan 1 Dus,30
2026-02-22,P01,Beras Premium 5kg,19
2026-02-22,P02,Minyak Goreng 1L,19
2026-02-22,P03,Gula Pasir 1kg,15
2026-02-22,P04,Telur Ayam 1 Papan,25
2026-02-22,P05,Mie Instan 1 Dus,33
2026-02-23,P01,Beras Premium 5kg,20
2026-02-23,P02,Minyak Goreng 1L,14
2026-02-23,P03,Gula Pasir 1kg,11
2026-02-23,P04,Telur Ayam 1 Papan,23
2026-02-23,P05,Mie Instan 1 Dus,23
2026-02-24,P01,Beras Premium 5kg,17
2026-02-24,P02,Minyak Goreng 1L,16
2026-02-24,P03,Gula Pasir 1kg,11
2026-02-24,P04,Telur Ayam 1 Papan,20
2026-02-24,P05,Mie Instan 1 Dus,24
2026-02-25,P01,Beras Premium 5kg,18
2026-02-25,P02,Minyak Goreng 1L,14
2026-02-25,P03,Gula Pasir 1kg,12
2026-02-25,P04,Telur Ayam 1 Papan,18
2026-02-25,P05,Mie Instan 1 Dus,23
2026-02-26,P01,Beras Premium 5kg,17
2026-02-26,P02,Minyak Goreng 1L,15
2026-02-26,P03,Gula Pasir 1kg,11
2026-02-26,P04,Telur Ayam 1 Papan,19
2026-02-26,P05,Mie Instan 1 Dus,29
2026-02-27,P01,Beras Premium 5kg,20
2026-02-27,P02,Minyak Goreng 1L,16
2026-02-27,P03,Gula Pasir 1kg,13
2026-02-27,P04,Telur Ayam 1 Papan,19
2026-02-27,P05,Mie Instan 1 Dus,25
2026-02-28,P01,Beras Premium 5kg,21
2026-02-28,P02,Minyak Goreng 1L,19
2026-02-28,P03,Gula Pasir 1kg,14
2026-02-28,P04,Telur Ayam 1 Papan,26
2026-02-28,P05,Mie Instan 1 Dus,32
2026-03-01,P01,Beras Premium 5kg,22
2026-03-01,P02,Minyak Goreng 1L,19
2026-03-01,P03,Gula Pasir 1kg,16
2026-03-01,P04,Telur Ayam 1 Papan,28
2026-03-01,P05,Mie Instan 1 Dus,30
2026-03-02,P01,Beras Premium 5kg,19
2026-03-02,P02,Minyak Goreng 1L,16
2026-03-02,P03,Gula Pasir 1kg,15
2026-03-02,P04,Telur Ayam 1 Papan,21
2026-03-02,P05,Mie Instan 1 Dus,29
2026-03-03,P01,Beras Premium 5kg,19
2026-03-03,P02,Minyak Goreng 1L,16
2026-03-03,P03,Gula Pasir 1kg,14
2026-03-03,P04,Telur Ayam 1 Papan,22
2026-03-03,P05,Mie Instan 1 Dus,28
2026-03-04,P01,Beras Premium 5kg,22
2026-03-04,P02,Minyak Goreng 1L,16
2026-03-04,P03,Gula Pasir 1kg,15
2026-03-04,P04,Telur Ayam 1 Papan,20
2026-03-04,P05,Mie Instan 1 Dus,25
2026-03-05,P01,Beras Premium 5kg,22
2026-03-05,P02,Minyak Goreng 1L,16
2026-03-05,P03,Gula Pasir 1kg,15
2026-03-05,P04,Telur Ayam 1 Papan,24
2026-03-05,P05,Mie Instan 1 Dus,30
2026-03-06,P01,Beras Premium 5kg,21
2026-03-06,P02,Minyak Goreng 1L,16
2026-03-06,P03,Gula Pasir 1kg,15
2026-03-06,P04,Telur Ayam 1 Papan,25
2026-03-06,P05,Mie Instan 1 Dus,31
2026-03-07,P01,Beras Premium 5kg,22
2026-03-07,P02,Minyak Goreng 1L,19
2026-03-07,P03,Gula Pasir 1kg,14
2026-03-07,P04,Telur Ayam 1 Papan,28
2026-03-07,P05,Mie Instan 1 Dus,29
2026-03-08,P01,Beras Premium 5kg,21
2026-03-08,P02,Minyak Goreng 1L,22
2026-03-08,P03,Gula Pasir 1kg,15
2026-03-08,P04,Telur Ayam 1 Papan,26
2026-03-08,P05,Mie Instan 1 Dus,34
2026-03-09,P01,Beras Premium 5kg,22
2026-03-09,P02,Minyak Goreng 1L,15
2026-03-09,P03,Gula Pasir 1kg,14
2026-03-09,P04,Telur Ayam 1 Papan,24
2026-03-09,P05,Mie Instan 1 Dus,32
2026-03-10,P01,Beras Premium 5kg,22
2026-03-10,P02,Minyak Goreng 1L,16
2026-03-10,P03,Gula Pasir 1kg,15
2026-03-10,P04,Telur Ayam 1 Papan,25
2026-03-10,P05,Mie Instan 1 Dus,29
2026-03-11,P01,Beras Premium 5kg,21
2026-03-11,P02,Minyak Goreng 1L,17
2026-03-11,P03,Gula Pasir 1kg,14
2026-03-11,P04,Telur Ayam 1 Papan,25
2026-03-11,P05,Mie Instan 1 Dus,26
2026-03-12,P01,Beras Premium 5kg,23
2026-03-12,P02,Minyak Goreng 1L,17
2026-03-12,P03,Gula Pasir 1kg,15
2026-03-12,P04,Telur Ayam 1 Papan,22
2026-03-12,P05,Mie Instan 1 Dus,29
2026-03-13,P01,Beras Premium 5kg,19
2026-03-13,P02,Minyak Goreng 1L,18
2026-03-13,P03,Gula Pasir 1kg,15
2026-03-13,P04,Telur Ayam 1 Papan,23
2026-03-13,P05,Mie Instan 1 Dus,26
2026-03-14,P01,Beras Premium 5kg,23
2026-03-14,P02,Minyak Goreng 1L,18
2026-03-14,P03,Gula Pasir 1kg,18
2026-03-14,P04,Telur Ayam 1 Papan,27
2026-03-14,P05,Mie Instan 1 Dus,33
2026-03-15,P01,Beras Premium 5kg,24
2026-03-15,P02,Minyak Goreng 1L,19
2026-03-15,P03,Gula Pasir 1kg,17
2026-03-15,P04,Telur Ayam 1 Papan,29
2026-03-15,P05,Mie Instan 1 Dus,36
2026-03-16,P01,Beras Premium 5kg,21
2026-03-16,P02,Minyak Goreng 1L,19
2026-03-16,P03,Gula Pasir 1kg,14
2026-03-16,P04,Telur Ayam 1 Papan,22
2026-03-16,P05,Mie Instan 1 Dus,26
2026-03-17,P01,Beras Premium 5kg,19
2026-03-17,P02,Minyak Goreng 1L,18
2026-03-17,P03,Gula Pasir 1kg,13
2026-03-17,P04,Telur Ayam 1 Papan,21
2026-03-17,P05,Mie Instan 1 Dus,31
